setor,lpa,lucro_liquido,divida_bruta_ativo,liquidez_corrente,liquidez_geral,rentabilidade_ativo,roe,margem_ebit,caixa_operacional,caixa_investimento,pandemia,variacao_valor_mercado
2,0.7822535852224113,0.09281562729266876,0.008364923713148908,0.032679738562091505,0.09375,0.9891947811490059,0.0247916085028672,0.4485690427389356,0.05860890352026228,0.8059767526598208,1,-0.6753
2,0.7822408041741744,0.09281541052600426,0.008270935806259594,0.029411764705882356,0.09375,0.9891933869272187,0.024677449139078093,0.44903400895771645,0.06586854181087609,0.8059770868032738,1,-0.5474
2,0.7817106545013227,0.08017233585676706,0.0087722046430026,0.02287581699346405,0.09375,0.9891431949428786,0.019559304329199906,0.4482938586502694,0.06936693966127387,0.805981798225961,0,-0.7154
2,0.7821440444656323,0.08778325429924405,0.008740875340706162,0.02287581699346405,0.09375,0.9891787475984528,0.021928111127823825,0.44885371593410756,0.09387053264728752,0.8059849280363042,0,-0.9997
12,0.7822844083790806,0.09281688041112217,0.0032582474388295375,0.006535947712418302,0.020833333333333336,0.9891571371607508,0.023117271167293667,0.4481230547331662,0.05447017371314887,0.8059866417244173,1,0.2523
12,0.7822478120236124,0.09281653086283306,0.009054168363670541,0.006535947712418302,0.010416666666666668,0.989077666518879,0.016105983574579492,0.44740188263873065,0.05447003429181401,0.8059869139956408,1,0.2794
12,0.78232917825973,0.09281702570740887,0.006359848366176885,0.00980392156862745,0.020833333333333336,0.989192689816325,0.024667935858762334,0.45057124421164496,0.05447059093688912,0.8059872388944583,0,-0.3043
12,0.7822866776531605,0.09281671090440756,0.003383564648015289,0.00980392156862745,0.020833333333333336,0.9891020654001554,0.01954027776856839,0.4479522508160631,0.05447050659033185,0.8059871090574505,0,-0.4738
13,0.7823134692271562,0.0928166713324487,0.015601992543626052,0.05882352941176471,0.0625,0.9890490849722409,0.020234747231618777,0.44285660062248533,0.05446971104355464,0.8059881078790603,1,-0.9991
13,0.7823121207679384,0.09281661209252781,0.01331495347598609,0.06535947712418301,0.08333333333333334,0.9890414167524112,0.018769702062991934,0.4408733773627874,0.05446982500988038,0.8059873543632975,1,-0.4216
13,0.7823168110608695,0.0928166567079244,0.013972868824211285,0.04901960784313726,0.0625,0.9890316571999006,0.019654437132357493,0.44284711151597955,0.05446978137801047,0.8059873911524917,0,-0.0669
13,0.782322927409776,0.09281668589435152,0.008176947899370282,0.08823529411764706,0.125,0.9890846376278152,0.02147147367266741,0.4444792378349654,0.05446971822174875,0.8059869998816463,0,2624.4951
9,0.7823667437124876,0.09281862455905807,0.005044017669726495,0.16013071895424838,0.2604166666666667,0.9892972564503669,0.028596920629170682,0.451842784483413,0.05447062825313286,0.8059777292163385,1,0.5866
9,0.7823687301894937,0.09281880535690737,0.003916162787054732,0.14705882352941177,0.2604166666666667,0.989300742004835,0.027255548104648704,0.4517194260988385,0.05447069461903578,0.8059889039312845,1,-0.2832
9,0.782357987349435,0.09281826129184763,0.006234531156991133,0.1503267973856209,0.1875,0.9892568240185374,0.026513512240019525,0.4509508084718742,0.054470874751356,0.8059834487943759,0,-0.377
9,0.7823548334723134,0.09281810424199068,0.005138005576615808,0.10130718954248367,0.16666666666666669,0.9892442760224524,0.02625665367149404,0.45044788582707046,0.05447193590242122,0.8059839176421929,0,-0.1987
9,0.7826392669754999,0.09281709676352148,0.0003132930229643786,0.8758169934640524,0.9270833333333334,0.9892261511392184,0.02567634357223276,0.4503435056555074,0.054470051513556654,0.8059854403895987,1,-0.0538
9,0.7833290918083197,0.09281718439505839,9.398790688931357e-05,0.5032679738562091,0.8020833333333334,0.9892784344562394,0.0265420520809668,0.45403476808623694,0.054470190620220814,0.8059856185994404,1,0.3256
9,0.7830099656567956,0.09281714385487509,0.0007519032551145086,0.6405228758169935,0.7291666666666667,0.9892519442422821,0.0261044411864419,0.45039095118803607,0.05447014906517756,0.8059863759912671,0,0.1392
9,0.7829039046835221,0.09281713038162263,0.0005639274413358815,0.6928104575163399,0.7916666666666666,0.9892456702442396,0.025980768542337038,0.4502106581644272,0.05447011523622565,0.8059847832408079,0,-0.1027
13,0.7823489343943293,0.09281742091157454,0.0,0.08496732026143791,0.23958333333333331,0.9892366078026227,0.02648497239907225,0.45032452744249596,0.05447014453021739,0.8059834725965278,1,0.0881
13,0.7823505104707038,0.09281747012724145,0.0,0.11111111111111112,0.3229166666666667,0.9892442760224524,0.026056874784863106,0.44930919304638267,0.054470802010594774,0.8059866177217792,1,-0.08
13,0.7823510174361897,0.09281747650018139,0.0,0.09803921568627452,0.28125000000000006,0.9892421846897715,0.026047361504547346,0.44936612768541706,0.0544704199374234,0.8059858081701594,0,-0.0277
13,0.7823576786867752,0.09281763342961241,0.0,0.08496732026143791,0.2604166666666667,0.9892519442422821,0.026294706792757073,0.4494325514309572,0.05447067699747624,0.805987311058306,0,-0.0369
5,0.7823336392111316,0.0928126985341795,0.0002819637206679407,0.1568627450980392,0.22916666666666669,0.9892024493688356,0.025333865480865445,0.45408221361876555,0.05447029086320176,0.7800424201796449,1,0.6686
5,0.7823464806124025,0.09281777843205986,0.004135467903129797,0.05882352941176471,0.0625,0.9892115118104526,0.025562184208443653,0.4501632126318985,0.054470392542561925,0.8059834462103331,1,0.1279
5,0.7823649779551489,0.09281900997982162,0.014411479056361415,0.0392156862745098,0.052083333333333336,0.9892149973649207,0.026094927906126143,0.45080847187428824,0.05820426660825786,0.7099908491473962,0,-0.1774
5,0.7822867776667597,0.09281267593745898,0.013346282778282528,0.05555555555555556,0.052083333333333336,0.9891864158182826,0.02420178512329016,0.45138730737113786,0.061333803754932956,0.8059982894305592,0,0.731
9,0.7823427042368442,0.09281907848290465,0.014254832544879225,0.0392156862745098,0.08333333333333334,0.9892059349233037,0.025752449814758827,0.449261747513854,0.06899539129952009,0.7664605803505962,1,0.0214
9,0.7822819528727815,0.0775643775798605,0.01271969673235377,0.0392156862745098,0.08333333333333334,0.9891627140478997,0.022384748582980243,0.4486449555909815,0.06141644738838511,0.7696906782820276,1,-0.5091
